,sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,sub 11,sub12
0,101.716465968486,605.09340065663,1117.49791033038,1597.68077839206,2079.48343635573,2586.97864206068,3116.95977786886,3598.74672315412,4103.7415282627,4586.26293966094,5099.48571789621,5591.87334033522
1,96.819845479816,582.404315203754,1100.67810582734,1593.31593413352,2133.62865950782,2572.87394733352,3116.05369507857,3601.8246750568,4098.55606559774,4595.20565089282,5106.39881371474,5617.03143276957
2,109.555790599791,579.370142925016,1101.60836845064,1609.67334389411,2104.64029172131,2580.73772227369,3099.31056525192,3586.44952532353,4102.53861493997,4611.07008363143,5088.47154643297,5583.46781545245
3,98.6619997750904,591.906009361286,1091.90833540908,1592.27898835855,2080.19373213453,2607.69518174756,3108.31925014847,3588.55014649745,4097.40739295775,4608.64758085612,5096.92610447193,5614.98002485842
4,90.6219817070615,605.712489800852,1088.91481959914,1579.61648997881,2101.46856177673,2609.09210206699,3114.34070525492,3591.31946628765,4073.06013649376,4598.28439701641,5102.67532025929,5597.97399409229
5,90.1346641238707,599.668454883045,1119.01422636147,1612.51618319155,2112.61522953345,2589.24990048456,3082.23657725564,3584.75859118515,4088.43924216949,4596.51647103325,5100.88632893122,5584.37408892911
6,98.8328709299754,597.250303548029,1094.59094032147,1589.40268751163,2105.99185340936,2599.48798172774,3099.67503656267,3593.52764135965,4085.3382175283,4592.9645656773,5106.58399027177,5601.80628911581
7,90.3961224460639,616.239198770557,1112.34819522128,1603.70645684131,2100.44875515457,2600.15276035392,3103.51586960769,3597.44760220819,4092.14640296467,4623.75498249768,5100.46203025486,5597.60806601236
8,88.2796036041774,582.693110297659,1091.61179780916,1575.40604134406,2082.67323421827,2584.16619922389,3103.61774519269,3606.69119404618,4110.74547339202,4599.27400988151,5095.99636297567,5598.37156166313
9,119.231131562059,601.476264631682,1088.32528456109,1595.58343292859,2101.92955342656,2606.08891893026,3091.54978920901,3597.27877936261,4084.21278195813,4589.27888216723,5118.89222227291,5593.15536491811
10,95.5671410445572,604.590147604571,1081.28826163971,1613.32392348723,2109.59826649485,2585.718629662,3097.12628070915,3591.65578327021,4099.1683657291,4596.98308682287,5101.25414381005,5605.89809931018
11,84.4253480593127,599.959845614404,1089.2589988582,1595.40969378014,2118.08285448186,2600.20030890033,3106.60267542381,3603.85568285196,4108.61955849271,4599.07601542157,5095.98449483823,5602.48720958228
12,104.024296226264,605.138840386378,1089.6233980895,1606.40392806773,2103.88184202147,2607.14442885915,3096.53331032374,3595.06013662373,4106.54035234094,4589.05080066175,5111.60436214091,5587.647934095
13,111.925262180407,591.597848223006,1100.36477850119,1597.26664220246,2100.49665285629,2605.47852871533,3104.56180638842,3584.55183618897,4110.66215432351,4593.16518665747,5107.48565766251,5614.26313633908
14,89.2473852971782,604.873197700052,1099.46987309946,1601.75600921867,2108.38601181888,2603.04595760782,3098.79129560086,3608.05506343217,4112.41115177621,4583.83400599457,5097.98934179577,5609.79340231895
15,111.795663901673,596.176533709304,1113.10022524036,1602.13785283688,2101.99259892929,2608.55805824939,3094.1896446794,3611.32893480062,4106.20971729744,4599.97152901392,5112.50611951122,5613.91295968485
16,97.3290948423746,592.366909813319,1098.55115221844,1582.34940709188,2090.1164636453,2604.1532950218,3101.18229472729,3595.9535959343,4098.82931643059,4594.14851526969,5110.26548421316,5599.33248094176
17,98.8723801573628,601.152709057169,1107.72055307553,1598.47205917807,2108.6170234513,2589.551594158,3102.38995636356,3593.70623362639,4110.36721344188,4598.23634195586,5122.5228705043,5607.54114862129
18,112.398917019794,606.932459531523,1092.59561383499,1598.87793586888,2092.1823794079,2602.48889561545,3111.34035037877,3592.62981602127,4084.84221691813,4592.26568966062,5114.81973583307,5596.58110331529
19,101.198641694846,592.891872552246,1088.43567433217,1594.90623672531,2101.04442041702,2594.52629305947,3102.35722800899,3609.57221068131,4106.78316712103,4590.43918009562,5104.60016918683,5600.5154483586
20,121.591350249683,616.120692976175,1111.05591601142,1632.09082079636,2095.02436701572,2596.75653408374,3081.30123917048,3587.43859541913,4090.46339319437,4593.81269246216,5097.75492445183,5612.97984452437
21,106.348964321781,603.880049356511,1096.58369810446,1598.03777863557,2103.09293728004,2607.62906962659,3102.48835068764,3595.23074180843,4104.08332070056,4616.26951276435,5093.08018504037,5592.51020742799
22,93.7751813731306,592.887309129584,1087.94022970061,1601.48887085547,2089.31101943514,2615.17327359374,3078.76173115101,3621.54602436394,4110.20487036556,4607.96020726812,5100.55509917167,5615.95955850203
23,115.337354500887,609.934088169474,1134.69939584884,1593.57724765512,2099.39720584811,2597.80413380548,3109.21388002461,3592.154937937,4094.78919745324,4579.79022234702,5090.95964994047,5598.01307357084
24,106.294875686046,617.488159500998,1114.96963363833,1613.03398522202,2088.18151280036,2590.03336995166,3098.12367966433,3619.28809639404,4087.4109591419,4602.913015508,5110.23261822166,5608.66305090327
25,99.1984125002967,601.518985794473,1094.60581396067,1620.44762139523,2105.11214084692,2610.82947139472,3081.03946463222,3591.02720589645,4115.77838729415,4597.52020708964,5103.59309777868,5610.96742356247
26,113.023290954452,584.828078365765,1094.46750845188,1614.10058963204,2113.20334166287,2593.23311458004,3090.30180845487,3608.04638067663,4099.11506310003,4610.93739718167,5105.29135772008,5599.66522120483
27,96.2143626718094,583.146969604159,1085.42619266674,1610.99540605051,2105.55960980125,2582.07721798041,3092.26190519367,3603.43466868586,4095.4585693345,4604.06447787098,5115.9619307534,5599.49798516623
28,101.930377824628,603.737242363574,1105.32178708086,1615.45732554198,2103.45110512411,2606.43846303366,3104.53902760687,3619.71292185756,4108.0589298381,4593.98564772452,5104.79868509673,5596.85269187395
29,107.585227093174,591.020238830905,1116.16189635304,1600.43851304228,2108.92999503196,2596.62575728239,3124.28795460165,3607.93951130447,4099.31152042388,4592.41473063469,5099.67073554479,5613.56408972449
30,81.4255635243567,593.672886080514,1089.38022885148,1614.29917619831,2124.69376801081,2614.22347407399,3104.63974868188,3609.55628791246,4084.88056927846,4607.31875565151,5092.46204405738,5596.81252996405
31,76.2295928362166,606.013053133522,1109.14738441264,1594.66436072408,2108.95348034198,2588.44108899429,3100.37388478502,3605.54013776268,4105.9323624073,4601.13299584361,5098.52828256085,5604.19453290146
32,94.6450186029271,617.191066667746,1127.29156483575,1610.02322428476,2080.80305188199,2615.44428807338,3095.58117410233,3591.70798618231,4107.01915043851,4590.09589953627,5095.23563092093,5603.76571799974
33,100.901992736389,596.853109746585,1101.46302987671,1589.13828588397,2096.19532510279,2601.26234228143,3108.08057349654,3599.80156503527,4100.92641025306,4589.98320987587,5099.87245355607,5602.532619836
34,110.608513136109,589.149139434827,1092.32201281114,1586.46762321145,2098.1150575126,2603.85489544892,3106.62602325808,3599.53476719531,4114.33030069549,4595.07762988674,5105.01409147258,5604.32150572053
35,95.2989546083713,614.764344583337,1081.28766942418,1614.95279592206,2110.00653956428,2587.96965070634,3099.35756965496,3602.99672746945,4107.59309660873,4619.36558113051,5131.84791366246,5607.4290309314
36,115.996295059206,614.848220247905,1091.27454754196,1597.04796849971,2113.1893654697,2585.6853213277,3092.17047026861,3590.55432661277,4130.08147040593,4607.10599265135,5097.3590808736,5609.2231872693
